card_id,video,frame,label,labeler,notes
S003_007,VID_20260223_090217_00_003,3120,shared_road,claude-visual-review,
S003_008,VID_20260223_090217_00_003,3600,shared_road,claude-visual-review,
S003_009,VID_20260223_090217_00_003,4080,shared_road,claude-visual-review,
S003_010,VID_20260223_090217_00_003,4560,shared_road,claude-visual-review,filtering between stopped cars
S003_011,VID_20260223_090217_00_003,5040,shared_road,claude-visual-review,
S003_012,VID_20260223_090217_00_003,5520,shared_road,claude-visual-review,
S003_013,VID_20260223_090217_00_003,6000,shared_road,claude-visual-review,
S003_014,VID_20260223_090217_00_003,6480,shared_road,claude-visual-review,
S003_015,VID_20260223_090217_00_003,6960,shared_road,claude-visual-review,
S003_016,VID_20260223_090217_00_003,7440,shared_road,claude-visual-review,
S003_017,VID_20260223_090217_00_003,7920,shared_road,claude-visual-review,
S003_018,VID_20260223_090217_00_003,8400,shared_road,claude-visual-review,
S003_019,VID_20260223_090217_00_003,8880,shared_road,claude-visual-review,
S003_020,VID_20260223_090217_00_003,9360,shared_road,claude-visual-review,
S003_021,VID_20260223_090217_00_003,9840,shared_road,claude-visual-review,
S003_022,VID_20260223_090217_00_003,10320,shared_road,claude-visual-review,
S003_023,VID_20260223_090217_00_003,10800,shared_road,claude-visual-review,
S003_024,VID_20260223_090217_00_003,11280,shared_road,claude-visual-review,
S003_025,VID_20260223_090217_00_003,11760,shared_road,claude-visual-review,
S003_026,VID_20260223_090217_00_003,12240,shared_road,claude-visual-review,
S003_027,VID_20260223_090217_00_003,12720,bike_lane,claude-visual-review,
S003_028,VID_20260223_090217_00_003,13200,shared_road,claude-visual-review,
S003_029,VID_20260223_090217_00_003,13680,shared_road,claude-visual-review,
S003_030,VID_20260223_090217_00_003,14160,shared_road,claude-visual-review,
S003_031,VID_20260223_090217_00_003,14640,shared_road,claude-visual-review,
S003_032,VID_20260223_090217_00_003,15120,bike_lane,claude-visual-review,green bike lane under the overpass
S003_033,VID_20260223_090217_00_003,15600,shared_road,claude-visual-review,
S003_034,VID_20260223_090217_00_003,16080,shared_road,claude-visual-review,
S003_035,VID_20260223_090217_00_003,16560,shared_road,claude-visual-review,riding between lanes of traffic
S003_036,VID_20260223_090217_00_003,17040,shared_road,claude-visual-review,
S003_037,VID_20260223_090217_00_003,17520,shared_road,claude-visual-review,
S003_038,VID_20260223_090217_00_003,18000,shared_road,claude-visual-review,
S003_039,VID_20260223_090217_00_003,18480,shared_road,claude-visual-review,
S003_040,VID_20260223_090217_00_003,18960,shared_road,claude-visual-review,
S003_041,VID_20260223_090217_00_003,19440,shared_road,claude-visual-review,
S003_042,VID_20260223_090217_00_003,19920,shared_road,claude-visual-review,
S003_043,VID_20260223_090217_00_003,20400,shared_road,claude-visual-review,
S003_044,VID_20260223_090217_00_003,20880,shared_road,claude-visual-review,
S003_045,VID_20260223_090217_00_003,21360,separated_path,claude-visual-review,
S003_046,VID_20260223_090217_00_003,21840,separated_path,claude-visual-review,
S003_047,VID_20260223_090217_00_003,22320,separated_path,claude-visual-review,
S003_048,VID_20260223_090217_00_003,22800,separated_path,claude-visual-review,
S003_049,VID_20260223_090217_00_003,23280,separated_path,claude-visual-review,campus building entrance
S003_050,VID_20260223_090217_00_003,23760,separated_path,claude-visual-review,campus building entrance
S005_001,VID_20260224_091119_00_005,240,shared_road,claude-visual-review,
S005_002,VID_20260224_091119_00_005,720,shared_road,claude-visual-review,
S005_003,VID_20260224_091119_00_005,1200,separated_path,claude-visual-review,
S005_004,VID_20260224_091119_00_005,1680,separated_path,claude-visual-review,
S005_005,VID_20260224_091119_00_005,2160,separated_path,claude-visual-review,
S005_006,VID_20260224_091119_00_005,2640,separated_path,claude-visual-review,
S005_007,VID_20260224_091119_00_005,3120,shared_road,claude-visual-review,
S005_008,VID_20260224_091119_00_005,3600,shared_road,claude-visual-review,
S005_009,VID_20260224_091119_00_005,4080,shared_road,claude-visual-review,
S005_010,VID_20260224_091119_00_005,4560,shared_road,claude-visual-review,
S005_011,VID_20260224_091119_00_005,5040,shared_road,claude-visual-review,
S005_012,VID_20260224_091119_00_005,5520,shared_road,claude-visual-review,
S005_013,VID_20260224_091119_00_005,6000,shared_road,claude-visual-review,
S005_014,VID_20260224_091119_00_005,6480,shared_road,claude-visual-review,
S005_015,VID_20260224_091119_00_005,6960,shared_road,claude-visual-review,
S005_016,VID_20260224_091119_00_005,7440,shared_road,claude-visual-review,
S005_017,VID_20260224_091119_00_005,7920,shared_road,claude-visual-review,
S005_018,VID_20260224_091119_00_005,8400,shared_road,claude-visual-review,
S005_019,VID_20260224_091119_00_005,8880,shared_road,claude-visual-review,
S005_020,VID_20260224_091119_00_005,9360,shared_road,claude-visual-review,
S005_021,VID_20260224_091119_00_005,9840,shared_road,claude-visual-review,
S005_022,VID_20260224_091119_00_005,10320,shared_road,claude-visual-review,
S005_023,VID_20260224_091119_00_005,10800,shared_road,claude-visual-review,
S005_024,VID_20260224_091119_00_005,11280,shared_road,claude-visual-review,
S005_025,VID_20260224_091119_00_005,11760,shared_road,claude-visual-review,
S005_026,VID_20260224_091119_00_005,12240,shared_road,claude-visual-review,
S005_027,VID_20260224_091119_00_005,12720,shared_road,claude-visual-review,
S005_028,VID_20260224_091119_00_005,13200,shared_road,claude-visual-review,
S005_029,VID_20260224_091119_00_005,13680,shared_road,claude-visual-review,
S005_030,VID_20260224_091119_00_005,14160,shared_road,claude-visual-review,
S005_031,VID_20260224_091119_00_005,14640,shared_road,claude-visual-review,
S005_032,VID_20260224_091119_00_005,15120,shared_road,claude-visual-review,
S005_033,VID_20260224_091119_00_005,15600,shared_road,claude-visual-review,
S005_034,VID_20260224_091119_00_005,16080,shared_road,claude-visual-review,
S005_035,VID_20260224_091119_00_005,16560,bike_lane,claude-visual-review,green bike lane under the overpass
S005_036,VID_20260224_091119_00_005,17040,shared_road,claude-visual-review,
S005_037,VID_20260224_091119_00_005,17520,bike_lane,claude-visual-review,bike lane markings
S005_038,VID_20260224_091119_00_005,18000,shared_road,claude-visual-review,
S005_039,VID_20260224_091119_00_005,18480,shared_road,claude-visual-review,
S005_040,VID_20260224_091119_00_005,18960,shared_road,claude-visual-review,
S005_041,VID_20260224_091119_00_005,19440,shared_road,claude-visual-review,
S005_042,VID_20260224_091119_00_005,19920,shared_road,claude-visual-review,
S005_043,VID_20260224_091119_00_005,20400,shared_road,claude-visual-review,
S005_044,VID_20260224_091119_00_005,20880,shared_road,claude-visual-review,
S005_045,VID_20260224_091119_00_005,21360,shared_road,claude-visual-review,
S005_046,VID_20260224_091119_00_005,21840,shared_road,claude-visual-review,
S005_047,VID_20260224_091119_00_005,22320,shared_road,claude-visual-review,
S005_048,VID_20260224_091119_00_005,22800,shared_road,claude-visual-review,
S005_049,VID_20260224_091119_00_005,23280,separated_path,claude-visual-review,
S005_050,VID_20260224_091119_00_005,23760,separated_path,claude-visual-review,
S005_051,VID_20260224_091119_00_005,24240,separated_path,claude-visual-review,
S005_052,VID_20260224_091119_00_005,24720,separated_path,claude-visual-review,
S002_001,VID_20260209_183334_00_002,240,separated_path,claude-visual-review,
S002_002,VID_20260209_183334_00_002,720,shared_road,claude-visual-review,
S002_003,VID_20260209_183334_00_002,1200,shared_road,claude-visual-review,
S002_004,VID_20260209_183334_00_002,1680,separated_path,claude-visual-review,
S002_005,VID_20260209_183334_00_002,2160,separated_path,claude-visual-review,
S002_006,VID_20260209_183334_00_002,2640,separated_path,claude-visual-review,
S002_007,VID_20260209_183334_00_002,3120,separated_path,claude-visual-review,
S002_008,VID_20260209_183334_00_002,3600,separated_path,claude-visual-review,
S002_009,VID_20260209_183334_00_002,4080,separated_path,claude-visual-review,
S002_010,VID_20260209_183334_00_002,4560,separated_path,claude-visual-review,
S002_011,VID_20260209_183334_00_002,5040,separated_path,claude-visual-review,
S002_012,VID_20260209_183334_00_002,5520,separated_path,claude-visual-review,
S002_013,VID_20260209_183334_00_002,6000,separated_path,claude-visual-review,
S002_014,VID_20260209_183334_00_002,6480,separated_path,claude-visual-review,
S002_015,VID_20260209_183334_00_002,6960,shared_road,claude-visual-review,
S002_016,VID_20260209_183334_00_002,7440,shared_road,claude-visual-review,
S002_017,VID_20260209_183334_00_002,7920,shared_road,claude-visual-review,
S002_018,VID_20260209_183334_00_002,8400,shared_road,claude-visual-review,
S002_019,VID_20260209_183334_00_002,8880,shared_road,claude-visual-review,
S002_020,VID_20260209_183334_00_002,9360,shared_road,claude-visual-review,
S002_021,VID_20260209_183334_00_002,9840,shared_road,claude-visual-review,
S002_022,VID_20260209_183334_00_002,10320,shared_road,claude-visual-review,
S002_023,VID_20260209_183334_00_002,10800,bike_lane,claude-visual-review,green bike lane under the overpass
S002_024,VID_20260209_183334_00_002,11280,shared_road,claude-visual-review,
S002_025,VID_20260209_183334_00_002,11760,shared_road,claude-visual-review,
S002_026,VID_20260209_183334_00_002,12240,shared_road,claude-visual-review,
S002_027,VID_20260209_183334_00_002,12720,shared_road,claude-visual-review,
S002_028,VID_20260209_183334_00_002,13200,shared_road,claude-visual-review,
S002_029,VID_20260209_183334_00_002,13680,shared_road,claude-visual-review,
S002_030,VID_20260209_183334_00_002,14160,shared_road,claude-visual-review,
S002_031,VID_20260209_183334_00_002,14640,shared_road,claude-visual-review,
S002_032,VID_20260209_183334_00_002,15120,shared_road,claude-visual-review,
S002_033,VID_20260209_183334_00_002,15600,shared_road,claude-visual-review,
S002_034,VID_20260209_183334_00_002,16080,shared_road,claude-visual-review,
S002_035,VID_20260209_183334_00_002,16560,shared_road,claude-visual-review,
S002_036,VID_20260209_183334_00_002,17040,shared_road,claude-visual-review,
S002_037,VID_20260209_183334_00_002,17520,shared_road,claude-visual-review,
S002_038,VID_20260209_183334_00_002,18000,shared_road,claude-visual-review,
S002_039,VID_20260209_183334_00_002,18480,shared_road,claude-visual-review,
S002_040,VID_20260209_183334_00_002,18960,shared_road,claude-visual-review,
S002_041,VID_20260209_183334_00_002,19440,shared_road,claude-visual-review,
S002_042,VID_20260209_183334_00_002,19920,shared_road,claude-visual-review,
S002_043,VID_20260209_183334_00_002,20400,shared_road,claude-visual-review,
S002_044,VID_20260209_183334_00_002,20880,shared_road,claude-visual-review,
S002_045,VID_20260209_183334_00_002,21360,shared_road,claude-visual-review,
S002_046,VID_20260209_183334_00_002,21840,shared_road,claude-visual-review,
S002_047,VID_20260209_183334_00_002,22320,shared_road,claude-visual-review,
S002_048,VID_20260209_183334_00_002,22800,shared_road,claude-visual-review,
S002_049,VID_20260209_183334_00_002,23280,shared_road,claude-visual-review,
S002_050,VID_20260209_183334_00_002,23760,unclear,claude-visual-review,parking garage entrance
S002_051,VID_20260209_183334_00_002,24240,separated_path,claude-visual-review,
S002_052,VID_20260209_183334_00_002,24720,shared_road,claude-visual-review,
S002_053,VID_20260209_183334_00_002,25200,shared_road,claude-visual-review,
S002_054,VID_20260209_183334_00_002,25680,shared_road,claude-visual-review,
S002_055,VID_20260209_183334_00_002,26160,shared_road,claude-visual-review,
S002_056,VID_20260209_183334_00_002,26640,shared_road,claude-visual-review,
S002_057,VID_20260209_183334_00_002,27120,shared_road,claude-visual-review,
S002_058,VID_20260209_183334_00_002,27600,shared_road,claude-visual-review,
S002_059,VID_20260209_183334_00_002,28080,shared_road,claude-visual-review,
S002_060,VID_20260209_183334_00_002,28560,shared_road,claude-visual-review,
S002_061,VID_20260209_183334_00_002,29040,shared_road,claude-visual-review,
S004_001,VID_20260223_183551_00_004,360,separated_path,claude-visual-review,
S004_002,VID_20260223_183551_00_004,1080,separated_path,claude-visual-review,
S004_003,VID_20260223_183551_00_004,1800,shared_road,claude-visual-review,
S004_004,VID_20260223_183551_00_004,2520,separated_path,claude-visual-review,
S004_005,VID_20260223_183551_00_004,3240,separated_path,claude-visual-review,
S004_006,VID_20260223_183551_00_004,3960,separated_path,claude-visual-review,
S004_007,VID_20260223_183551_00_004,4680,shared_road,claude-visual-review,
S004_008,VID_20260223_183551_00_004,5400,shared_road,claude-visual-review,
S004_009,VID_20260223_183551_00_004,6120,shared_road,claude-visual-review,
S004_010,VID_20260223_183551_00_004,6840,shared_road,claude-visual-review,
S004_011,VID_20260223_183551_00_004,7560,shared_road,claude-visual-review,
S004_012,VID_20260223_183551_00_004,8280,shared_road,claude-visual-review,
S004_013,VID_20260223_183551_00_004,9000,shared_road,claude-visual-review,
S004_014,VID_20260223_183551_00_004,9720,shared_road,claude-visual-review,
S004_015,VID_20260223_183551_00_004,10440,shared_road,claude-visual-review,
S004_016,VID_20260223_183551_00_004,11160,shared_road,claude-visual-review,
S004_017,VID_20260223_183551_00_004,11880,bike_lane,claude-visual-review,green bike lane under the overpass
S004_018,VID_20260223_183551_00_004,12600,bike_lane,claude-visual-review,green bike lane markings
S004_019,VID_20260223_183551_00_004,13320,shared_road,claude-visual-review,
S004_020,VID_20260223_183551_00_004,14040,shared_road,claude-visual-review,
S004_021,VID_20260223_183551_00_004,14760,shared_road,claude-visual-review,
S004_022,VID_20260223_183551_00_004,15480,shared_road,claude-visual-review,
S004_023,VID_20260223_183551_00_004,16200,shared_road,claude-visual-review,
S004_024,VID_20260223_183551_00_004,16920,shared_road,claude-visual-review,
S004_025,VID_20260223_183551_00_004,17640,shared_road,claude-visual-review,
S004_026,VID_20260223_183551_00_004,18360,shared_road,claude-visual-review,
S004_027,VID_20260223_183551_00_004,19080,shared_road,claude-visual-review,
S004_028,VID_20260223_183551_00_004,19800,shared_road,claude-visual-review,
S004_029,VID_20260223_183551_00_004,20520,shared_road,claude-visual-review,
S004_030,VID_20260223_183551_00_004,21240,shared_road,claude-visual-review,
S004_031,VID_20260223_183551_00_004,21960,shared_road,claude-visual-review,
S004_032,VID_20260223_183551_00_004,22680,shared_road,claude-visual-review,
S004_033,VID_20260223_183551_00_004,23400,shared_road,claude-visual-review,
S004_034,VID_20260223_183551_00_004,24120,shared_road,claude-visual-review,
S004_035,VID_20260223_183551_00_004,24840,shared_road,claude-visual-review,
S004_036,VID_20260223_183551_00_004,25560,shared_road,claude-visual-review,
S004_037,VID_20260223_183551_00_004,26280,separated_path,claude-visual-review,
S004_038,VID_20260223_183551_00_004,27000,shared_road,claude-visual-review,
S004_039,VID_20260223_183551_00_004,27720,shared_road,claude-visual-review,
S004_040,VID_20260223_183551_00_004,28440,shared_road,claude-visual-review,
S004_041,VID_20260223_183551_00_004,29160,shared_road,claude-visual-review,
S004_042,VID_20260223_183551_00_004,29880,shared_road,claude-visual-review,
S004_043,VID_20260223_183551_00_004,30600,shared_road,claude-visual-review,
S004_044,VID_20260223_183551_00_004,31320,shared_road,claude-visual-review,
S004_045,VID_20260223_183551_00_004,32040,unclear,claude-visual-review,parking garage
